"product_index";"product_name";"product_tag";"product_kcal";"product_protein";"product_Na";"product_Ka";"product_P";"product_carbohydrate";"product_protein_range"
293;"冷凍豬肉韭菜水餃";"加工調理食品類";226.995;8.4;439.0;154.0;70.0;23.1;0
294;"冷凍豬肉湯包";"加工調理食品類";251.972;10.1;447.0;138.0;118.0;12.4;0
295;"冷凍豬肉湯圓";"加工調理食品類";282.699;6.5;210.0;72.0;351.0;35.9;0
296;"冷凍豬肉熟水餃";"加工調理食品類";247.176;7.176;333.09;114.14;101.47;26.1812;0
297;"冷凍豬肉餛飩";"加工調理食品類";225.802;11.1;428.0;162.0;94.0;23.0;0
298;"冷凍豬肉蟹黃水餃";"加工調理食品類";221.658;7.771;472.08;119.44;135.23;26.0069;0
299;"冷凍魷魚圈";"加工調理食品類";142.592;15.7;443.0;138.0;451.0;19.2;0
300;"冷凍燒賣";"加工調理食品類";186.566;9.86;383.67;252.13;295.985;15.2537;0
301;"冷凍燕餃";"加工調理食品類";313.058;12.8415;603.7;209.715;143.545;15.7339;0
302;"冷凍鮪排";"加工調理食品類";142.616;13.4;664.0;99.0;366.0;20.4;0
303;"冷凍鮪魚水餃";"加工調理食品類";194.675;9.047;274.8;175.42;102.03;20.823;0
304;"冷凍雞肉丸";"加工調理食品類";200.583;10.535;597.14;103.95;152.95;12.2739;0
305;"冷凍雞塊";"加工調理食品類";227.775;15.3;596.0;200.0;102.0;12.3;0
306;"冷凍蟹味棒";"加工調理食品類";115.306;9.3;694.0;69.0;285.0;19.0;0
307;"冷凍鱈魚丸";"加工調理食品類";86.4607;8.525;458.835;7.66;227.73;13.1318;0
308;"冷藏堅果饅頭";"加工調理食品類";304.851;9.608;118.8;266.1;178.62;47.2909;0
309;"沖泡濃湯(海鮮)";"加工調理食品類";340.608;11.2;6118.0;237.0;118.0;64.4;0
310;"芋頭饅頭";"加工調理食品類";157.622;5.726;70.888;130.527;54.858;31.5323;0
311;"豆棗";"加工調理食品類";418.891;11.749;854.29;73.63;203.17;49.7054;0
312;"油豆腐粉絲(阿給)";"加工調理食品類";145.233;6.9;162.0;99.0;132.0;15.7;0
313;"油條";"加工調理食品類";558.45;10.1;341.0;96.0;93.0;35.0;0
314;"泡麵(牛肉口味)";"加工調理食品類";471.712;9.6;2077.0;186.0;115.0;53.2;0
315;"泡麵(鮮蝦口味)";"加工調理食品類";480.931;9.6;1889.0;149.0;109.0;53.5;0
316;"炒板條";"加工調理食品類";148.353;4.2;307.0;86.0;39.0;23.7;0
317;"花瓜罐頭";"加工調理食品類";87.525;2.9;1458.0;122.0;46.0;18.9;0
318;"花生麵筋罐頭";"加工調理食品類";219.397;11.0;778.0;93.0;59.0;12.5;2
319;"花捲";"加工調理食品類";231.374;5.661;425.189;74.267;50.649;46.9716;0
320;"茄汁鯖魚罐頭";"加工調理食品類";115.872;17.577;356.99;284.348;323.29;2.844;0
321;"韭菜盒子";"加工調理食品類";211.387;7.5;287.0;180.0;66.0;20.3;0
322;"香筍鮪魚罐頭";"加工調理食品類";258.545;10.0;588.0;136.0;94.0;0.9;0
323;"香菇麵筋罐頭";"加工調理食品類";191.153;10.7;916.0;80.0;64.0;14.9;2
324;"清蒸蝦仁肉圓";"加工調理食品類";150.707;4.6;429.0;58.0;31.0;16.7;0
325;"甜酒釀";"加工調理食品類";161.979;4.95;2.084;28.811;29.1654;34.8183;0
326;"蚵仔煎";"加工調理食品類";193.547;4.9;479.0;91.0;91.0;19.1;0
327;"蛋餅皮";"加工調理食品類";229.32;5.719;291.391;76.829;56.598;43.7374;0
328;"麻油辣腐乳";"加工調理食品類";95.3259;8.96;3675.05;123.65;137.51;7.03;0
329;"棺材板";"加工調理食品類";262.309;7.0;299.0;67.0;53.0;19.7;0
330;"筒仔米糕";"加工調理食品類";244.047;6.6;299.0;79.0;53.0;35.5;0
331;"黑糖饅頭";"加工調理食品類";239.772;6.784;40.678;118.226;53.015;49.9804;0
332;"溫州餛飩";"加工調理食品類";141.236;6.5;381.0;87.0;46.0;12.4;0
333;"廣東粥";"加工調理食品類";87.633;4.9;271.0;53.0;40.0;7.7;0
334;"豬肉餡餅";"加工調理食品類";324.666;6.218;289.992;117.464;60.286;23.0899;0
335;"豬肉鍋貼";"加工調理食品類";228.585;7.8;314.0;116.0;61.0;27.7;0
336;"豬血糕";"加工調理食品類";184.369;9.072;362.241;85.225;69.189;35.5685;0
337;"豬腳凍";"加工調理食品類";143.916;16.6;726.0;46.0;35.0;2.0;0
338;"擔仔麵";"加工調理食品類";122.823;4.4;312.0;83.0;31.0;11.9;0
339;"燒餅";"加工調理食品類";320.439;9.1;458.0;81.0;65.0;51.1;0
340;"鴨血糕";"加工調理食品類";191.526;6.687;1739.07;57.965;65.875;39.1194;0
341;"韓式泡菜";"加工調理食品類";34.9524;2.014;486.892;243.962;50.362;5.8355;0
342;"糯米飯糰";"加工調理食品類";332.643;5.9;393.0;86.0;78.0;38.3;0
343;"二節翅(土雞)";"肉類";227.964;19.8;68.0;104.0;88.0;0.0;0
344;"二節翅(肉雞)";"肉類";229.996;16.3785;98.16;148.975;113.7;0.0;0
345;"二節翅平均值";"肉類";228.98;18.0893;83.08;126.488;100.85;0.0;0
346;"三節翅(土雞)";"肉類";198.39;19.0;66.0;174.0;102.0;0.0;0
347;"三節翅(肉雞)";"肉類";222.213;17.6583;84.7606;181.261;131.566;0.0;0
348;"三節翅平均值";"肉類";210.302;18.3292;75.3803;177.63;116.783;0.0;0
349;"叉燒肉";"肉類";251.019;17.179;840.564;242.509;185.095;16.5024;0
350;"土番鴨";"肉類";112.772;20.9;70.0;317.0;242.0;0.0;0
351;"土雞";"肉類";188.035;18.983;70.02;116.24;192.91;0.0;0
352;"小巧香腸";"肉類";366.397;15.11;911.75;261.11;247.26;10.5154;0
353;"小羊腰脊肉";"肉類";142.971;26.477;54.467;322.358;196.618;0.0;0
354;"山羊前腿肉片";"肉類";122.521;21.3;60.0;324.0;168.0;0.0;0
355;"山羊後腿肉火鍋片";"肉類";170.357;18.883;98.9395;280.361;170.673;0.074;0
356;"山羊帶皮羊肉塊";"肉類";164.368;20.258;80.764;230.898;131.66;3.3944;1
357;"切片火腿(牛肉)";"肉類";120.587;15.853;1200.2;303.94;267.6;9.4137;0
358;"切片火腿(豬肉)";"肉類";143.133;16.525;1005.78;281.275;343.92;9.5964;0
359;"太空鴨";"肉類";319.231;15.973;41.03;240.17;155.95;0.0;0
360;"太空鴨(去皮)";"肉類";101.875;20.075;64.399;275.814;190.236;0.0;0
361;"火雞肉";"肉類";140.609;21.1;51.0;362.0;206.0;0.0;1
362;"牛小排平均值";"肉類";324.989;15.1305;60.497;253.781;140.759;0.0;0
363;"牛去骨肩胛小排";"肉類";233.466;16.906;53.13;342.15;123.3;1.2152;0
364;"牛肉火腿(黑胡椒)";"肉類";112.58;18.85;1125.1;301.88;349.91;4.13;0
365;"牛肉火腿平均值";"肉類";94.6114;17.3515;1162.65;302.91;308.755;6.7719;0
366;"牛肉火鍋片";"肉類";125.343;21.149;62.506;307.905;170.544;1.1084;1
367;"牛肉香腸";"肉類";296.199;20.656;792.34;334.36;194.0;7.8492;0
368;"牛肉乾";"肉類";327.631;30.3015;1317.25;603.01;267.305;42.9976;0
369;"牛肉乾(辣味)";"肉類";321.411;37.971;1537.36;676.46;315.15;32.3665;0
370;"牛肉乾平均值";"肉類";184.57;34.1363;1427.31;639.735;291.228;37.6821;0
371;"牛肋條";"肉類";225.257;18.638;81.3;346.79;126.81;1.1166;0
372;"牛肚(蜂巢胃)";"肉類";106.655;18.9595;103.404;70.4875;69.182;0.0;0
373;"牛肚(瘤胃)";"肉類";44.3055;7.482;113.1;2.62;22.57;0.0;0
374;"牛肚切片(瘤胃)";"肉類";67.2289;15.322;51.29;2.12;45.56;0.2776;0
375;"牛肚平均值";"肉類";72.7298;13.9212;89.2647;25.0758;45.7707;0.0;0
376;"牛前胸肉";"肉類";330.596;14.79;57.81;212.99;176.5;0.0;0
377;"牛後腿肉";"肉類";121.914;19.439;58.3605;357.444;202.678;3.7037;0
378;"牛後腿股肉";"肉類";153.086;20.6;48.37;338.98;227.96;0.75;0
379;"牛後腿腱子心";"肉類";139.162;19.8387;79.1733;298.393;184.107;0.0;0
380;"牛修清前胸肉";"肉類";120.482;22.28;44.68;462.84;175.39;0.9302;0
381;"牛筋";"肉類";157.312;21.694;50.349;351.877;30.848;3.268;0
382;"去皮清肉(土雞)";"肉類";120.825;23.356;67.152;295.0;193.001;0.0;0
383;"去皮清肉(肉雞)";"肉類";116.869;23.314;33.265;333.355;238.79;0.6263;0
384;"去皮清肉平均值";"肉類";118.847;23.335;50.2085;314.178;215.895;0.0;0
385;"去皮雞胸肉(肉雞)";"肉類";103.766;22.4;49.0;310.0;223.0;0.0;0
386;"去骨牛小排";"肉類";289.828;17.1365;59.469;319.733;150.027;0.0;0
387;"去骨肩頸眼羊肉";"肉類";198.061;17.835;57.357;349.108;157.493;0.0;1
388;"去骨紐約克牛排";"肉類";188.585;21.33;49.29;411.115;198.75;0.0;0
389;"全鴨平均值";"肉類";271.779;17.1015;46.14;247.71;161.24;0.0;0
390;"全鴨平均值(去皮)";"肉類";106.383;20.4875;67.1995;296.407;216.118;0.0;0
391;"全雞平均值";"肉類";216.357;17.6557;52.1667;174.51;141.393;0.0;0
392;"肉雞";"肉類";248.154;16.121;44.1;227.53;72.23;0.0;0
393;"西式火腿";"肉類";143.697;16.2425;1029.12;306.46;221.85;11.753;0
394;"冷凍烤雞翅";"肉類";216.156;18.8;509.0;200.0;208.0;3.6;0
395;"沙朗牛排";"肉類";162.003;20.432;45.7847;369.987;191.421;1.5127;0
396;"里肌肉(土雞)";"肉類";111.639;24.845;71.523;351.138;194.154;0.0;0
397;"里肌肉(肉雞)";"肉類";106.498;23.6525;43.57;351.54;219.055;0.0;0
398;"里肌肉平均值";"肉類";109.069;24.2488;57.5465;351.339;206.605;0.0;0
399;"板腱";"肉類";166.264;19.8345;70.0115;302.393;165.277;0.1704;0
400;"法式羊排";"肉類";260.19;18.76;68.235;259.94;134.125;0.0;0
401;"虎皮蛙";"肉類";93.705;21.1;70.0;249.0;151.0;0.6;0
402;"香腸";"肉類";346.816;16.996;1025.78;283.51;151.74;13.3221;0
403;"香腸(蒜味)";"肉類";385.319;16.6335;1021.19;309.61;196.33;17.5889;0
404;"烤雞";"肉類";231.701;22.753;194.73;214.51;247.27;3.6227;0
405;"烏骨雞";"肉類";212.883;17.863;42.38;179.76;159.04;0.8218;0
406;"翅腿(肉雞)";"肉類";209.688;17.759;69.82;204.8;148.43;0.9968;0
407;"茶鵝";"肉類";349.33;15.55;376.5;148.53;99.14;0.0;0
408;"骨腿(土雞)";"肉類";129.607;21.708;51.889;182.485;132.8;0.0;0
409;"骨腿(肉雞)";"肉類";213.977;14.3874;84.0691;242.912;154.14;0.0;0
410;"骨腿平均值";"肉類";171.792;18.0477;67.9791;212.699;143.47;0.0;0
411;"培根";"肉類";361.777;13.5023;609.537;209.467;214.047;1.0555;0
412;"帶皮雞胸肉(肉雞)";"肉類";218.638;19.327;46.95;285.13;177.71;0.0;0
413;"帶骨牛小排";"肉類";360.151;13.1245;61.525;187.83;131.49;0.3875;0
414;"清腿(土雞)";"肉類";142.13;20.4;131.0;255.0;143.0;0.0;0
415;"清腿(肉雞)";"肉類";172.829;16.5654;102.791;256.26;159.921;0.0;0
416;"清腿平均值";"肉類";157.48;18.4827;116.896;255.63;151.461;0.0;0
417;"蛇肉";"肉類";84.738;19.0;29.0;77.0;157.0;0.0;0
418;"棒棒腿(土雞)";"肉類";142.888;21.0;168.0;251.0;151.0;0.0;0
419;"棒棒腿(肉雞)";"肉類";157.097;16.8285;109.1;238.19;149.325;0.5893;0
420;"棒棒腿平均值";"肉類";149.992;18.9143;138.55;244.595;150.163;0.0;0
421;"番鴨";"肉類";224.327;18.23;51.25;255.25;166.53;0.0;0
422;"腓力牛排";"肉類";184.228;20.6265;46.86;366.415;160.635;0.1333;0
423;"雉雞";"肉類";123.712;23.951;45.691;400.608;227.151;0.0;0
424;"僧帽肌";"肉類";208.635;20.388;48.212;344.075;189.919;0.0;0
425;"滷牛筋";"肉類";114.932;21.099;524.391;39.483;21.815;2.562;0
426;"滷豬腳";"肉類";236.279;28.4;187.0;190.0;1460.0;0.0;0
427;"綿羊肉切片";"肉類";197.536;18.8;73.0;327.0;117.0;0.0;1
428;"綿羊腹脅肉火鍋片";"肉類";252.441;16.941;76.374;243.937;153.387;2.5322;0
429;"蒟蒻香腸(蒜味)";"肉類";286.966;19.4;1106.41;427.06;252.35;19.3264;0
430;"德國香腸";"肉類";272.85;15.908;546.751;200.603;211.148;4.5613;0
431;"熟豬肚";"肉類";136.549;16.03;29.68;27.58;86.7;2.7008;0
432;"熟鵝腿肉";"肉類";291.867;18.5;43.0;207.0;495.0;0.0;0
433;"熱狗";"肉類";265.59;13.285;607.45;145.22;163.565;8.2172;0
434;"膝軟骨(肉雞)";"肉類";107.1;20.404;196.703;214.915;122.088;0.4959;0
435;"豬下肩肉";"肉類";200.008;18.101;54.29;337.99;198.465;0.0;0
436;"豬下肩瘦肉";"肉類";131.194;20.0675;52.575;352.4;205.7;0.0;0
437;"豬上肩肉";"肉類";220.461;18.847;51.553;357.965;100.29;0.0;0
438;"豬大里肌";"肉類";212.498;20.6985;36.51;353.835;110.015;0.0;0
439;"豬大骨湯";"肉類";7.0102;1.008;23.31;16.6;4.53;0.4034;0
440;"豬大排";"肉類";214.151;19.1;55.0;318.0;204.0;0.0;0
441;"豬大腸";"肉類";198.22;6.592;44.72;17.485;56.725;1.9137;0
442;"豬小里肌";"肉類";118.028;19.593;40.53;388.41;200.92;0.0;0
443;"豬小排";"肉類";287.423;18.0063;74.3743;254.078;160.756;0.0;0
444;"豬小腸";"肉類";155.984;12.4805;29.725;42.035;83.395;0.6162;0
445;"豬心";"肉類";128.003;13.5745;73.63;198.715;145.055;1.0301;0
446;"豬去皮腹?肉";"肉類";374.05;13.4855;39.29;250.155;132.16;1.605;0
447;"豬白管";"肉類";92.5513;14.136;67.864;1.52;14.835;0.0;0
448;"豬耳";"肉類";233.064;24.163;175.36;41.83;79.05;0.0;0
449;"豬肉香腸平均值";"肉類";293.12;17.0349;1016.28;320.323;211.92;15.1882;0
450;"豬肉乾";"肉類";326.09;30.019;1177.11;583.365;331.14;41.2763;0
451;"豬肉條";"肉類";336.586;43.237;1324.51;863.43;474.32;26.4567;0
452;"豬肉脯";"肉類";438.083;33.4;1518.0;598.0;269.0;20.3;0
453;"豬肉酥";"肉類";546.023;33.0;1467.0;572.0;281.0;24.3;0
454;"豬肉熱狗平均值";"肉類";249.874;14.5965;577.101;172.911;187.357;6.3893;0
455;"豬肉鬆平均值";"肉類";415.521;33.2;1492.5;585.0;275.0;22.3;0
456;"豬肋骨湯";"肉類";8.7319;0.693;5.75;20.82;5.62;0.0;0
457;"豬舌";"肉類";185.069;18.468;119.205;211.435;166.11;0.0;0
458;"豬血";"肉類";29.387;6.3017;178.651;29.861;69.726;0.5152;0
459;"豬尾";"肉類";294.893;16.188;92.4;60.74;97.24;7.1377;0
460;"豬肝";"肉類";125.808;20.813;83.89;297.175;327.89;2.8524;0
461;"豬肝連";"肉類";198.562;14.583;42.65;270.435;211.99;0.9173;0
462;"豬肚";"肉類";151.958;12.446;61.795;105.22;99.59;0.0;0
463;"豬空腸";"肉類";194.25;9.961;112.84;161.45;163.79;6.2977;0
464;"豬肩胛肉";"肉類";294.673;16.5457;52.7137;287.997;156.257;0.0;0
465;"豬肩胛排";"肉類";191.428;17.94;97.02;294.36;166.25;0.0;0
466;"豬肩骨湯";"肉類";8.0376;1.143;15.88;36.98;8.97;0.2352;0
467;"豬前腳";"肉類";252.029;21.887;114.185;123.625;100.19;0.0;0
468;"豬前腿外腱肉";"肉類";126.76;19.61;69.42;297.12;220.24;0.0;0
469;"豬後腳";"肉類";252.93;19.542;69.2;191.17;114.41;0.0;0
470;"豬後腿外腱肉";"肉類";175.977;19.011;66.37;342.46;171.61;1.683;0
471;"豬後腿肉";"肉類";122.767;20.386;48.51;367.495;190.1;0.4183;0
472;"豬後腿瘦肉";"肉類";110.717;21.0705;41.125;406.43;211.56;1.339;0
473;"豬骨湯平均值";"肉類";7.9266;0.948;14.98;24.8;6.3733;0.0274;0
474;"豬帶皮腹?肉";"肉類";307.874;14.454;52.53;261.03;127.12;1.292;0
475;"豬絞肉(70％瘦肉率)";"肉類";217.872;18.972;55.808;276.489;210.211;0.0;0
476;"豬絞肉(90％瘦肉率)";"肉類";205.425;18.504;60.672;354.603;204.719;0.0;0
477;"豬絞肉平均值";"肉類";211.648;18.738;58.24;315.546;207.465;0.0;0
478;"豬腎";"肉類";81.5053;15.0215;101.69;213.005;139.07;1.6766;0
479;"豬脾臟";"肉類";78.8247;15.038;51.07;322.91;193.37;2.0056;0
480;"豬腳平均值";"肉類";252.48;20.7145;91.6925;157.398;107.3;0.0;0
481;"豬腳筋";"肉類";71.5662;14.377;44.34;0.207;3.913;0.0;0
482;"豬腹?排";"肉類";266.865;18.744;66.572;323.922;181.707;0.0;0
483;"豬腦";"肉類";124.59;10.8;120.0;294.0;329.0;0.0;0
484;"豬蹄膀";"肉類";330.989;17.1;50.0;184.0;84.0;0.0;0
485;"豬頰肉";"肉類";182.193;17.52;64.9;278.775;208.595;1.3775;0
486;"豬臘肉平均值";"肉類";472.028;22.595;2379.45;245.452;255.962;0.8554;0
487;"醃燻豬肝";"肉類";166.042;26.825;904.52;234.01;557.46;4.1913;0
488;"鴕鳥里肌肉切片";"肉類";89.2091;20.271;76.6859;338.565;192.416;2.8399;0
489;"鴕腱肉";"肉類";107.47;18.714;75.023;308.549;205.51;0.2231;0
490;"鴕腩肉";"肉類";143.598;21.166;85.927;279.099;167.461;0.6619;0
491;"鴨血";"肉類";28.79;6.006;130.9;8.512;31.821;0.0;0
492;"鴨胗";"肉類";97.2723;20.499;78.53;323.98;112.38;0.3138;0
493;"鴨腸";"肉類";93.6642;13.787;52.965;2.926;93.37;0.0;0
494;"鴨腿";"肉類";282.187;14.353;47.8;242.52;147.73;3.3766;0
495;"鴨賞";"肉類";302.433;31.1;2853.0;585.0;223.0;5.3;0
496;"膽肝";"肉類";250.451;31.2;3204.0;557.0;318.0;13.9;0
497;"醬肘子";"肉類";133.467;18.971;670.87;263.96;148.77;0.0;0
498;"雞心(肉雞)";"肉類";189.682;13.2535;87.125;212.255;114.87;0.1004;0
499;"雞肉火腿片";"肉類";141.728;15.264;1040.44;237.64;264.38;11.1981;0
500;"雞肉香腸(大)";"肉類";281.576;22.39;913.87;322.92;293.69;11.7881;0
501;"雞肉香腸(小)";"肉類";455.07;13.904;699.43;216.24;151.6;15.8669;0
502;"雞肉香腸平均值";"肉類";321.028;18.147;806.65;269.58;222.645;13.8275;0
503;"雞肉酥";"肉類";447.849;26.683;1644.33;193.2;218.82;53.2094;0
504;"雞肝(肉雞)";"肉類";111.335;18.786;93.415;277.64;170.355;2.6984;0
505;"雞胗(肉雞)";"肉類";88.9813;16.635;57.37;187.315;85.415;0.2942;0
506;"雞胸骨湯";"肉類";8.8239;1.475;24.35;46.12;14.04;0.211;0
507;"雞排(土雞)";"肉類";158.275;18.9;97.0;259.0;152.0;0.0;0
508;"雞排(肉雞)";"肉類";208.196;15.292;75.51;238.295;159.555;0.0;0
509;"雞排平均值";"肉類";183.236;17.096;86.255;248.648;155.777;0.0;0
510;"雞絞肉";"肉類";131.267;27.44;38.09;324.693;206.856;0.0;0
511;"雞睪丸";"肉類";70.6519;10.572;89.932;275.633;249.05;0.2333;0
512;"雞腳(肉雞)";"肉類";215.727;20.6625;101.79;64.225;48.18;0.4497;0
513;"鵝心";"肉類";241.374;14.512;71.807;207.022;184.396;0.0;0
514;"鵝肉";"肉類";187.48;15.6;54.0;234.0;137.0;2.4;0
515;"鵝肝";"肉類";122.993;20.487;391.934;1236.55;287.384;0.6418;0
516;"鵝胗";"肉類";95.2911;17.359;76.592;292.191;115.456;2.8204;0
517;"鵝胸肉";"肉類";120.331;23.46;50.673;349.397;227.684;0.2075;0
518;"鵝腸";"肉類";84.1646;12.929;96.812;6.424;80.46;1.0834;0
519;"鵝腿肉";"肉類";130.411;21.692;75.144;276.194;166.458;0.0;0
520;"臘肉(五花肉)";"肉類";524.484;18.45;1539.35;221.06;314.93;1.6517;0
521;"臘肉(腿肉)";"肉類";405.836;26.74;3219.54;269.845;196.995;0.059;0
522;"DHA豆漿";"豆類";42.8375;1.72;34.3;85.31;52.27;8.0305;0
523;"小三角油豆腐";"豆類";125.987;12.723;1.12;196.37;218.18;1.4756;1
524;"小方豆干";"豆類";146.646;17.4;115.56;166.27;246.76;3.51;1
525;"五香豆干";"豆類";176.627;19.27;445.47;251.09;291.11;7.02;1
526;"日式炸豆皮";"豆類";357.715;19.17;1.23;137.19;368.23;4.8745;0
527;"毛豆";"豆類";114.765;14.6025;1.076;654.421;202.559;12.4871;0
528;"毛豆平均值";"豆類";124.781;13.7558;0.968;629.096;203.204;13.7359;0
529;"冬粉";"豆類";357.362;0.143;9.73;13.17;42.5;87.497;0
530;"加鈣豆漿";"豆類";57.9802;2.813;44.74;67.32;29.97;11.395;1
531;"甘納豆";"豆類";333.555;6.636;183.925;242.915;121.505;74.6208;0
532;"白鳳豆(台灣)";"豆類";347.999;27.393;0.7908;1044.34;402.525;56.3637;0
533;"白鳳豆(進口)";"豆類";325.229;20.143;0.1664;1500.69;396.962;60.0433;0
534;"白鳳豆平均值";"豆類";336.614;23.768;0.4786;1272.51;399.743;58.2035;0
535;"有機甜豌豆莢";"豆類";50.7514;3.496;0.968;166.591;58.4362;9.1828;0
536;"百頁豆腐";"豆類";198.25;13.38;425.41;17.27;123.1;2.4035;0
537;"米豆";"豆類";357.842;20.78;34.81;1033.44;462.47;64.92;0
538;"冷凍毛豆";"豆類";134.659;12.468;358.859;304.455;166.162;9.8461;0
539;"冷凍菜豆";"豆類";56.8299;3.404;2.4424;281.736;48.7944;10.8265;0
540;"冷凍豌豆";"豆類";93.0708;5.944;28.0727;219.225;92.6595;16.7343;0
541;"豆干絲";"豆類";155.305;18.31;548.85;44.76;277.41;4.8;0
542;"豆干塊平均值";"豆類";161.637;18.335;280.515;208.68;268.935;5.265;0
543;"豆奶優酪乳";"豆類";69.3394;1.98;7.961;78.32;25.315;12.9468;0
544;"豆豉";"豆類";231.19;21.225;5909.37;748.11;227.09;15.51;0
545;"豆腐皮";"豆類";180.028;25.29;22.56;381.87;391.45;4.5121;0
546;"豆漿";"豆類";63.5017;2.7;42.3;47.0;34.9;10.01;1
547;"豆漿平均值";"豆類";54.7128;2.2708;36.255;73.3525;34.2975;9.6664;0
548;"豆漿粉";"豆類";405.38;37.39;0.0;1754.11;597.67;32.5371;0
549;"花豆(生鮮)";"豆類";171.513;11.7;14.0;500.0;46.0;30.87;0
550;"花豆(乾)";"豆類";330.538;20.9555;16.29;1104.28;447.764;60.0489;0
551;"花豆罐頭";"豆類";203.339;7.572;7.1812;215.839;121.812;43.5047;0
552;"青仁黑豆";"豆類";380.538;37.0067;4.4797;1663.34;483.453;34.4171;0
553;"紅豆";"豆類";329.274;21.784;1.838;1172.48;451.441;60.8238;2
554;"紅豆罐頭";"豆類";231.574;8.02;7.8223;215.516;120.414;49.4781;2
555;"凍豆腐";"豆類";117.291;12.919;8.42;109.44;218.66;4.5188;1
556;"烘烤黑豆";"豆類";435.294;39.02;320.4;1430.0;502.4;32.41;2
557;"粉豆莢";"豆類";27.0053;1.6605;7.2373;191.755;39.8327;5.0087;0
558;"高山大豌豆莢";"豆類";48.5462;2.37;0.3756;241.793;39.7422;9.9072;0
559;"高纖胚芽冬粉";"豆類";369.51;0.597;2.47;3.05;24.66;89.9508;0
560;"豇豆(莢)";"豆類";34.5289;2.3687;1.7477;158.691;41.023;6.0877;0
561;"帶莢毛豆";"豆類";120.262;12.909;0.86;603.77;203.85;14.9846;0
562;"敏豆莢";"豆類";32.5902;1.9575;5.425;194.595;39.81;5.9889;0
563;"甜豌豆莢";"豆類";40.3152;2.9593;2.7397;182.822;63.2858;7.0832;0
564;"甜豌豆莢平均值";"豆類";41.4072;3.2277;1.8539;174.707;60.861;8.133;0
565;"萊豆";"豆類";114.172;8.353;4.248;642.759;136.264;20.1314;0
566;"黃豆";"豆類";389.018;35.615;12.07;1666.74;444.92;32.93;0
567;"黃豆粉";"豆類";400.929;37.36;1.89;1646.9;562.56;32.23;0
568;"黑豆粉";"豆類";430.962;36.0;65.4;1500.0;467.2;39.0;0
569;"黑豆漿";"豆類";38.8371;1.13;21.37;59.91;15.38;7.3861;0
570;"傳統豆腐";"豆類";82.1958;8.46;2.15;179.69;110.65;5.97;1
571;"嫩豆腐";"豆類";47.253;4.93;32.02;164.71;73.01;1.9571;1
572;"綠豆";"豆類";345.015;23.088;0.3755;795.894;370.298;62.5609;2
573;"綠豆仁";"豆類";341.827;24.1;2.24;836.68;485.95;61.26;2
574;"綠豆粉";"豆類";344.29;21.74;8.08;1102.06;359.0;62.89;2
575;"豌豆";"豆類";123.365;9.2025;3.225;371.82;147.18;21.7452;0
576;"豌豆莢";"豆類";39.8015;3.053;4.6743;105.616;56.6945;6.9141;0
577;"豌豆莢平均值";"豆類";44.1738;2.7115;2.525;173.705;48.2184;8.4107;0
578;"豌豆罐頭";"豆類";122.7;7.17;210.562;283.207;225.238;22.1351;0
579;"雞蛋豆腐";"豆類";72.7695;6.867;306.88;176.38;1039.67;2.7294;1
580;"雞蛋豆漿";"豆類";54.5318;1.85;23.68;93.78;20.05;9.23;0
581;"鵲豆莢";"豆類";31.2651;2.4115;1.7747;210.106;40.3912;5.0891;0
582;"鹽酥蠶豆";"豆類";456.412;26.928;385.95;813.69;364.42;46.2731;2
583;"中脂保久乳";"乳品類";48.6596;3.2265;52.245;178.82;116.39;4.7889;0
584;"中脂強化鮮乳(脂肪酸調整)";"乳品類";59.3384;2.02;36.54;87.01;54.11;8.5842;0
585;"中脂調味乳(巧克力)";"乳品類";62.1135;1.941;29.8;132.295;54.316;9.2415;0
586;"中脂調味乳(多穀類)";"乳品類";66.4896;2.39;44.61;103.75;69.77;7.5708;0
587;"中脂調味乳(鈣強化)";"乳品類";62.198;2.3;63.0;134.0;101.0;9.9;0
588;"中脂調味乳(維生素強化)";"乳品類";59.999;2.0;30.0;85.0;83.0;8.3;0
589;"中脂調味乳(纖維&維生素E強化)";"乳品類";64.698;2.4;50.0;126.0;85.0;9.3;0
590;"中脂調味保久羊乳(巧克力)";"乳品類";58.2028;1.1;29.282;58.296;37.813;10.2697;0
591;"中脂調味保久羊乳(果汁)";"乳品類";75.8034;2.94;40.98;154.01;79.09;9.3014;0
592;"中脂調味保久乳(巧克力)";"乳品類";59.887;1.897;33.765;114.42;53.35;9.271;0
593;"中脂調味保久乳(布丁)";"乳品類";60.47;1.6;51.0;69.0;39.0;9.8;0
594;"中脂凝態發酵乳(草莓)";"乳品類";101.708;3.7;58.0;141.0;71.0;15.6;0
595;"中脂凝態發酵乳(蘆薈)";"乳品類";89.3547;1.74;37.624;161.829;86.2002;15.0862;0
596;"中脂濃稠發酵乳";"乳品類";80.9207;2.873;38.07;137.799;61.745;12.563;0
597;"中脂濃稠發酵乳(草莓)";"乳品類";87.994;3.129;45.628;163.07;79.5434;12.9748;0
598;"中脂濃稠發酵乳(無糖&纖維強化)";"乳品類";73.4055;3.163;36.601;141.291;78.7191;10.4424;0
599;"中脂鮮羊乳";"乳品類";47.7281;2.697;33.64;101.8;63.69;3.8832;0
600;"中脂鮮乳";"乳品類";48.4924;3.1333;46.3333;156.667;93.3333;4.8333;0
601;"切片乾酪";"乳品類";309.258;18.3195;1594.27;70.428;431.51;5.8799;0
